43.694551,48.960645
41.268314,43.853248
28.574621,44.520522
31.449904,51.247540
33.584988,48.192836
34.731249,43.956212
32.293309,43.374567
41.664985,43.351133
31.772917,46.501835
35.027468,46.684885
31.201565,49.635730
41.069821,46.884982
42.397492,47.988262
40.330957,50.245786
39.631493,50.458832
31.114126,49.925868
35.544213,50.903624
35.810846,47.218284
32.357815,46.763663
33.683462,49.811781
31.736764,57.446009
41.735017,52.726472
33.751717,58.824439
33.599078,48.047758
25.894096,53.860112
33.151707,47.825918
39.858133,47.775310
34.518853,49.173967
33.656868,49.108567
31.690399,45.955795
26.620452,43.811969
34.315696,43.445712
38.753512,54.029321
37.473061,50.907093
36.959001,42.874096
40.530134,45.145010
36.171175,51.798721
33.364238,48.607666
42.671647,50.218464
33.213412,52.225857
30.515535,48.818417
33.663305,47.318855
37.196125,50.832337
42.329616,53.464986
26.934637,54.124180
36.348422,51.202916
39.203139,47.804129
27.808286,53.283205
35.702892,48.696929
33.588545,47.242247
25.900936,50.460326
28.501455,55.357861
33.483508,49.274139
33.758570,48.736362
32.247441,53.021552
35.418219,43.908374
35.985440,45.805600
32.812602,41.674778
35.634239,53.747965
37.056323,49.970572
33.846433,47.714597
32.152391,49.014731
42.881902,49.455848
28.366897,53.787022
32.556840,50.512339
34.812637,48.891651
25.478625,43.960527
24.502887,48.213948
34.224867,46.550449
32.716107,56.488208
34.453914,47.159417
34.893997,49.471879
34.427510,49.358084
36.440977,47.594897
37.958611,42.671805
30.085407,49.045813
28.396345,52.793840
26.985102,54.265978
27.761897,54.753293
33.498539,47.365297
41.155466,50.633822
41.162166,51.527917
34.655210,46.808109
35.183578,58.181102
32.069590,54.426295
25.452782,53.693461
34.257145,48.419102
26.509809,49.711413
33.552829,45.295069
32.328698,52.462837
29.568746,48.200293
34.843836,54.166168
27.903592,48.807323
39.512760,51.879322
40.776412,44.137935
33.472590,50.626427
38.663118,51.592617
33.404590,44.439501
33.573596,50.431481
37.725431,55.397140
34.115604,44.365817
29.059106,56.540130
31.946410,48.652124
32.219511,54.844238
32.850394,57.136002
33.119356,48.763859
36.824459,41.196802
32.934365,48.235144
33.280294,47.470853
35.602330,50.208692
34.202498,56.384401
30.101864,50.408560
34.307556,45.155755
34.149402,48.192610
31.425683,47.239141
38.276450,50.515625
34.015893,49.132245
33.677146,48.769606
41.597887,54.543862
33.346305,46.765960
31.051225,50.256228
31.317377,43.163937
28.092591,44.063526
29.560474,51.732852
37.874594,57.339580
30.898645,49.924159
32.385397,48.906751
38.994432,46.750709
34.125843,48.320741
36.766634,54.644399
34.552657,52.666515
28.240765,51.054106
34.523916,50.677532
36.851277,54.541050
32.052145,58.172886
37.076889,47.900856
26.576131,48.012860
30.670934,44.626516
35.315976,45.562197
35.222766,43.879506
27.482491,53.252724
30.801540,58.077100
29.914616,46.152173
37.152779,46.120989
31.589067,53.911330
38.974182,49.799337
29.382161,48.551215
38.392933,42.106659
39.518440,43.383517
30.268620,53.491859
32.904226,49.794648
32.901796,47.798357
38.471667,46.365717
32.693330,47.624570
31.332392,45.165645
36.662389,51.053781
33.169337,50.680097
37.277627,54.640712
27.410019,46.983244
39.098693,47.742599
40.213876,42.631584
24.969213,48.969388
27.889597,48.291322
26.325003,47.034773
32.666519,52.128785
38.895673,42.097292
33.576914,50.628728
27.283358,43.461448
30.017585,57.100260
36.010419,39.253831
39.895193,44.914888
40.369399,55.028136
29.891781,40.823844
27.359569,43.365748
24.837220,48.549325
25.640167,46.555509
31.914557,54.080222
31.951716,46.823806
40.510159,46.394719
39.371112,51.853953
28.661761,48.882779
33.849900,49.710778
38.199069,47.697398
34.307680,50.699333
33.661011,56.538482
31.039371,50.831127
34.607770,40.746481
28.704693,51.683796
37.202944,47.457557
26.746390,44.709199
36.409893,46.659629
39.358074,48.345808
34.766658,39.621528
33.930356,48.009488
33.328108,47.998636
26.255112,50.769076
26.581051,53.861528
28.945839,44.196311
29.508823,56.951891
40.185140,46.266184
35.956773,48.260377
33.938303,48.652948
25.912797,45.548144
37.558095,50.091780
31.597244,46.845273
38.189060,43.556910
35.548858,40.979126
36.181540,46.133739
